"index","job_title","salary_estimate","rating","company_name","location","headquarters","workforce","founded","type_of_ownership","industry","sector","revenue","state"
533,"Senior Data Engineer","$66K-$112K ","3.9","Thumbtack
","San Francisco, CA","San Francisco, CA","501 to 1000 ",2009,"Company - Private","Internet","Information Technology","Unknown / Non-Applicable","CA"
534,"Data Scientist","$66K-$112K ","3.4","MILVETS Systems Technology, Inc.
","Patuxent, Anne Arundel, MD","Orlando, FL","51 to 200 ",1986,"Company - Private","IT Services","Information Technology","$25 to $50 million (USD)","MD"
535,"Machine Learning Scientist / Engineer","$66K-$112K ","4.1","Apple
","Santa Clara, CA","Cupertino, CA","10000+ ",1976,"Company - Public","Computer Hardware & Software","Information Technology","$10+ billion (USD)","CA"
536,"Data Scientist","$66K-$112K ","4.1","Kforce
","Fairfax, VA","Tampa, FL","10000+ ",1966,"Company - Public","Staffing & Outsourcing","Business Services","$1 to $2 billion (USD)","VA"
537,"Sr. Data Scientist","$66K-$112K ","3.5","Evolve Vacation Rental
","Denver, CO","Denver, CO","201 to 500 ",2011,"Company - Private","Travel Agencies","Travel & Tourism","Unknown / Non-Applicable","CO"
538,"Intelligence Data Analyst, Senior","$66K-$112K ","4.3","The Buffalo Group
","Fort Belvoir, VA","Reston, VA","501 to 1000 ",2010,"Company - Private","IT Services","Information Technology","$100 to $500 million (USD)","VA"
539,"Data Science Analyst","$66K-$112K ","4.4","OppLoans
","Chicago, IL","Chicago, IL","201 to 500 ",2012,"Company - Private","Lending","Finance","$100 to $500 million (USD)","IL"
540,"Data Scientist","$66K-$112K ","3.8","AgreeYa Solutions
","Thousand Oaks, CA","Folsom, CA","1001 to 5000 ",1999,"Company - Private","IT Services","Information Technology","$50 to $100 million (USD)","CA"
541,"Data Scientist","$66K-$112K ","3.7","Carolina Power & Light Co
","McLean, VA","Raleigh, NC","5001 to 10000 ",1908,"Subsidiary or Business Segment","Energy","Oil, Gas, Energy & Utilities","Unknown / Non-Applicable","VA"
542,"COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY","$66K-$112K ","3.9","Southwest Research Institute
","San Antonio, TX","San Antonio, TX","1001 to 5000 ",1947,"Nonprofit Organization","Research & Development","Business Services","$500 million to $1 billion (USD)","TX"
543,"Data Scientist","$66K-$112K ","3.9","Brillient
","Silver Spring, MD","Reston, VA","501 to 1000 ",2006,"Company - Private","IT Services","Information Technology","$25 to $50 million (USD)","MD"
544,"Data Modeler (Analytical Systems)","$66K-$112K ","3.7","MassMutual
","Boston, MA","Springfield, MA","5001 to 10000 ",1851,"Company - Private","Insurance Carriers","Insurance","$10+ billion (USD)","MA"
545,"Data Scientist","$66K-$112K ","2.9","Xator Corporation
","Washington, DC","Reston, VA","501 to 1000 ",2005,"Company - Private","IT Services","Information Technology","$25 to $50 million (USD)","DC"
546,"Data Scientist","$66K-$112K ","4.6","HAN IT Staffing Inc.
","New York, NY","Totowa, NJ","51 to 200 ",2012,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","NY"
547,"Data Scientist","$66K-$112K ","3.4","Infinitive Inc
","McLean, VA","Cedar Rapids, IA","201 to 500 ",1997,"Company - Private","Enterprise Software & Network Solutions","Information Technology","$10 to $25 million (USD)","VA"
548,"Data Engineer (Analytics, SQL, Python, AWS)","$66K-$112K ","4","Travelers
","Hartford, CT","Hartford, CT","10000+ ",1853,"Company - Public","Insurance Carriers","Insurance","$10+ billion (USD)","CT"
549,"Data Scientist 3 (718)","$128K-$201K ","3.3","Amyris
","Emeryville, CA","Emeryville, CA","201 to 500 ",2003,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)","CA"
550,"Data Scientist","$128K-$201K ","4.3","Lightspeed Systems
","Austin, TX","Austin, TX","51 to 200 ",1999,"Company - Private","Computer Hardware & Software","Information Technology","$25 to $50 million (USD)","TX"
551,"Senior Data Scientist","$128K-$201K ","3.9","Thumbtack
","San Francisco, CA","San Francisco, CA","501 to 1000 ",2009,"Company - Private","Internet","Information Technology","Unknown / Non-Applicable","CA"
552,"Senior Data Analyst - Finance & Platform Analytics","$128K-$201K ","3.6","Twitch
","San Francisco, CA","San Francisco, CA","1001 to 5000 ",2011,"Subsidiary or Business Segment","Internet","Information Technology","Unknown / Non-Applicable","CA"
553,"Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team)","$128K-$201K ","4.7","New Relic
","Portland, OR","San Francisco, CA","1001 to 5000 ",2008,"Company - Public","Computer Hardware & Software","Information Technology","$100 to $500 million (USD)","OR"
554,"IT Partner Digital Health Technology and Data Science","$128K-$201K ","3.6","Biogen
","Cambridge, MA","Cambridge, MA","5001 to 10000 ",1978,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","MA"
556,"Senior Machine Learning Scientist - Bay Area, CA","$128K-$201K ","3.3","Tempus Labs
","Redwood City, CA","Chicago, IL","501 to 1000 ",2015,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","CA"
557,"Data Scientist","$128K-$201K ","3.3","ICW Group
","San Diego, CA","San Diego, CA","501 to 1000 ",1972,"Company - Private","Insurance Carriers","Insurance","$500 million to $1 billion (USD)","CA"
558,"Clinical Data Analyst","$128K-$201K ","3.8","NYSTEC
","New York, NY","Rome, NY","51 to 200 ",1996,"Nonprofit Organization","Consulting","Business Services","$25 to $50 million (USD)","NY"
559,"Data Scientist","$128K-$201K ","4.5","E3 Federal Solutions
","Chantilly, VA","McLean, VA","501 to 1000 ",2004,"Company - Private","Consulting","Business Services","Unknown / Non-Applicable","VA"
560,"Data Engineer","$128K-$201K ","4.5","Kingfisher Systems
","Falls Church, VA","Falls Church, VA","51 to 200 ",2005,"Company - Private","Federal Agencies","Government","$25 to $50 million (USD)","VA"
561,"Data Scientist Technical Specialist","$128K-$201K ","3.4","Peraton
","Chantilly, VA","Herndon, VA","1001 to 5000 ",2017,"Company - Private","Aerospace & Defense","Aerospace & Defense","$1 to $2 billion (USD)","VA"
562,"Senior Data Scientist","$128K-$201K ","3.1","Group O
","Chicago, IL","Milan, IL","1001 to 5000 ",1974,"Company - Private","Staffing & Outsourcing","Business Services","$500 million to $1 billion (USD)","IL"
563,"Data Science Manager","$128K-$201K ","4","Autodesk
","San Francisco, CA","San Rafael, CA","5001 to 10000 ",1982,"Company - Public","Computer Hardware & Software","Information Technology","$2 to $5 billion (USD)","CA"
564,"Computer Vision / Deep Learning Scientist","$128K-$201K ","3.3","Tempus Labs
","Chicago, IL","Chicago, IL","501 to 1000 ",2015,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","IL"
565,"Big Data Engineer","$128K-$201K ","4.1","CaptiveAire
","Raleigh, NC","Raleigh, NC","1001 to 5000 ",1976,"Company - Private","Industrial Manufacturing","Manufacturing","$100 to $500 million (USD)","NC"
566,"Data Architect","$128K-$201K ","4.2","LSQ
","Orlando, FL","Orlando, FL","51 to 200 ",1996,"Company - Private","Investment Banking & Asset Management","Finance","$100 to $500 million (USD)","FL"
567,"Machine Learning Engineer","$128K-$201K ","3.9","Temboo
","New York, NY","New York, NY","1 to 50 ",2012,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","NY"
568,"Data Scientist","$128K-$201K ","0","Kibo","Philadelphia, PA","Marbella, Spain","N/A",2016,"Company - Public","N/A","N/A","Unknown / Non-Applicable","PA"
569,"Aviation AI/ML Data Scientist","$128K-$201K ","3.3","MITRE
","McLean, VA","Bedford, MA","5001 to 10000 ",1958,"Nonprofit Organization","Federal Agencies","Government","$1 to $2 billion (USD)","VA"
570,"Data Scientist","$138K-$158K ","3.9","Mars
","Mc Lean, VA","Mc Lean, VA","10000+ ",1911,"Company - Private","Food & Beverage Manufacturing","Manufacturing","$10+ billion (USD)","VA"
571,"Data Scientist / Applied Mathematician","$138K-$158K ","4.5","Fullpower Technologies, Inc.
","Santa Cruz, CA","Santa Cruz, CA","51 to 200 ",2003,"Company - Private","Computer Hardware & Software","Information Technology","$10 to $25 million (USD)","CA"
572,"Machine Learning Engineer, Sr.","$138K-$158K ","4.2","AeroVironment
","Simi Valley, CA","Simi Valley, CA","501 to 1000 ",1971,"Company - Public","Aerospace & Defense","Aerospace & Defense","$100 to $500 million (USD)","CA"
573,"Data Scientist (TS/SCI w/ Poly)","$138K-$158K ","3.5","Maxar Technologies
","Herndon, VA","Westminster, CO","5001 to 10000 ",2017,"Company - Public","Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)","VA"
574,"Weapons and Sensors Engineer/Scientist","$138K-$158K ","4","Dynetics
","Huntsville, AL","Huntsville, AL","1001 to 5000 ",1974,"Company - Private","Aerospace & Defense","Aerospace & Defense","$100 to $500 million (USD)","AL"
575,"Applied Computer Scientist","$138K-$158K ","4.5","Systems & Technology Research
","Woburn, MA","Woburn, MA","201 to 500 ",2010,"Company - Private","Aerospace & Defense","Aerospace & Defense","$100 to $500 million (USD)","MA"
576,"Senior Data Analyst","$138K-$158K ","4.5","Novetta
","Herndon, VA","Mc Lean, VA","501 to 1000 ",2012,"Company - Private","Enterprise Software & Network Solutions","Information Technology","$100 to $500 million (USD)","VA"
577,"Information Systems Engineering Specialist (Engineering Scientist)","$138K-$158K ","3.8","Applied Research Laboratories
","Austin, TX","Austin, TX","501 to 1000 ",1945,"College / University","Colleges & Universities","Education","Unknown / Non-Applicable","TX"
578,"Cloud Data Engineer (Azure)","$138K-$158K ","3.9","Navy Federal Credit Union
","Merrifield, VA","Vienna, VA","10000+ ",1933,"Other Organization","Banks & Credit Unions","Finance","Unknown / Non-Applicable","VA"
579,"Scientist/Research Associate-Metabolic Engineering","$138K-$158K ","2","Conagen
","New Bedford, MA","Bedford, MA","51 to 200 ",2010,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","MA"
580,"Vice President, Biometrics and Clinical Data Management","$138K-$158K ","4.8","Alector
","South San Francisco, CA","South San Francisco, CA","51 to 200 ",2013,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","CA"
581,"Enterprise Data Analyst (Enterprise Portfolio Management Office)","$138K-$158K ","3.9","Navy Federal Credit Union
","Merrifield, VA","Vienna, VA","10000+ ",1933,"Other Organization","Banks & Credit Unions","Finance","Unknown / Non-Applicable","VA"
582,"Senior Scientist - Toxicologist - Product Integrity (Stewardship)","$138K-$158K ","3.3","Reynolds American
","Winston-Salem, NC","Winston-Salem, NC","5001 to 10000 ",1875,"Company - Private","Consumer Products Manufacturing","Manufacturing","$10+ billion (USD)","NC"
583,"Lead Data Scientist – Network Analysis and Control","$138K-$158K ","3.3","MITRE
","Bedford, MA","Bedford, MA","5001 to 10000 ",1958,"Nonprofit Organization","Federal Agencies","Government","$1 to $2 billion (USD)","MA"
584,"Senior Machine Learning Engineer","$138K-$158K ","5","LifeOmic
","Raleigh, NC","Indianapolis, IN","51 to 200 ",2016,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","NC"
585,"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics","$138K-$158K ","4.4","Homology Medicines, Inc.
","New Bedford, MA","Bedford, MA","51 to 200 ",2015,"Company - Public","Biotechnology Research","Health Care","Unknown / Non-Applicable","MA"
586,"Data Engineer","$138K-$158K ","3.4","Spectrum Communications and Consulting
","Chicago, IL","Chicago, IL","51 to 200 ",1992,"Company - Private","Advertising & Marketing","Business Services","$10 to $25 million (USD)","IL"
587,"Developer III - Data Science","$138K-$158K ","3.3","Inland Empire Health Plan
","Rancho Cucamonga, CA","Rancho Cucamonga, CA","1001 to 5000 ",1996,"Company - Public","Health Care Services & Hospitals","Health Care","$1 to $2 billion (USD)","CA"
588,"Senior Data Engineer","$138K-$158K ","2.9","Affinity Solutions
","New York, NY","New York, NY","51 to 200 ",1998,"Company - Private","Advertising & Marketing","Business Services","Unknown / Non-Applicable","NY"
589,"Hydrogen/Tritium Materials Scientist (Experienced)","$138K-$158K ","3.8","Sandia National Laboratories
","Livermore, CA","Albuquerque, NM","10000+ ",1949,"Government","Federal Agencies","Government","$2 to $5 billion (USD)","CA"
590,"Data Engineer","$138K-$158K ","3.5","Maxar Technologies
","McLean, VA","Westminster, CO","5001 to 10000 ",2017,"Company - Public","Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)","VA"
591,"Patient Safety- Associate Data Scientist","$80K-$132K ","4","AstraZeneca
","Gaithersburg, MD","Cambridge, United Kingdom","10000+ ",1913,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","MD"
592,"Senior Data Scientist","$80K-$132K ","4","Autodesk
","San Francisco, CA","San Rafael, CA","5001 to 10000 ",1982,"Company - Public","Computer Hardware & Software","Information Technology","$2 to $5 billion (USD)","CA"
593,"Data Scientist","$80K-$132K ","3.4","USI
","Southfield, MI","Saint Paul, MN","1001 to 5000 ",1998,"Company - Private","Construction","Construction, Repair & Maintenance","$100 to $500 million (USD)","MI"
594,"Data Scientist","$80K-$132K ","3.9","GSK
","Collegeville, PA","Brentford, United Kingdom","10000+ ",1830,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","PA"
595,"Data Scientist","$80K-$132K ","3.8","CIA
","Washington, DC","Langley, VA","N/A",1947,"Government","Federal Agencies","Government","Unknown / Non-Applicable","DC"
596,"Data Scientist","$80K-$132K ","4.5","Maven Wave Partners
","Chicago, IL","Chicago, IL","201 to 500 ",2008,"Company - Private","Consulting","Business Services","$50 to $100 million (USD)","IL"
597,"Data Scientist","$80K-$132K ","4.3","Ovative Group
","Minneapolis, MN","Minneapolis, MN","51 to 200 ",2009,"Company - Private","Advertising & Marketing","Business Services","$10 to $25 million (USD)","MN"
598,"Data Scientist","$80K-$132K ","3.6","Kognetics
","Gahanna, OH","New York, NY","1 to 50 ",2013,"Company - Private","Financial Services","Finance","Unknown / Non-Applicable","OH"
599,"Data Scientist","$80K-$132K ","2.9","Envision Healthcare
","Nashville, TN","Nashville, TN","10000+ ",2005,"Company - Private","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable","TN"
600,"Data Scientist","$80K-$132K ","2.9","Pragmatics, Inc.
","Reston, VA","Reston, VA","201 to 500 ",1985,"Company - Private","IT Services","Information Technology","$100 to $500 million (USD)","VA"
601,"Data Scientist","$80K-$132K ","3.2","ConsumerTrack
","El Segundo, CA","Los Angeles, CA","51 to 200 ",2004,"Company - Private","Internet","Information Technology","$25 to $50 million (USD)","CA"
602,"Decision Scientist","$80K-$132K ","4.5","Johns Hopkins University Applied Physics Laboratory
","Laurel, MD","Laurel, MD","5001 to 10000 ",1942,"Nonprofit Organization","Aerospace & Defense","Aerospace & Defense","$1 to $2 billion (USD)","MD"
603,"Data Scientist - TS/SCI FSP or CI Required","$80K-$132K ","5","Phoenix Operations Group
","Annapolis Junction, MD","Woodbine, MD","1 to 50 ",2011,"Company - Private","IT Services","Information Technology","$1 to $5 million (USD)","MD"
604,"Data Scientist","$80K-$132K ","3.5","Crossover Health
","San Clemente, CA","Aliso Viejo, CA","1 to 50 ",2010,"Company - Private","Health Care Services & Hospitals","Health Care","$1 to $5 million (USD)","CA"
605,"Data Scientist","$80K-$132K ","4","Lorven Technologies Inc
","New York, NY","Plainsboro, NJ","1 to 50 ",2001,"Company - Private","Accounting","Accounting & Legal","Less than $1 million (USD)","NY"
606,"Data Scientist","$80K-$132K ","4.4","Meridian Knowledge Solutions
","Washington, DC","Reston, VA","51 to 200 ",1997,"Subsidiary or Business Segment","Enterprise Software & Network Solutions","Information Technology","$100 to $500 million (USD)","DC"
607,"Data Scientist","$80K-$132K ","4.2","UST Global
","Atlanta, GA","Aliso Viejo, CA","10000+ ",1999,"Company - Private","IT Services","Information Technology","$1 to $2 billion (USD)","GA"
608,"Data Scientist","$80K-$132K ","3.2","IMG Systems
","Plano, TX","Plano, TX","1 to 50 ",2010,"Company - Private","Consulting","Business Services","$1 to $5 million (USD)","TX"
609,"Data Scientist","$80K-$132K ","3.4","Trident Systems Inc
","Fairfax, VA","Fairfax, VA","51 to 200 ",1985,"Company - Private","Aerospace & Defense","Aerospace & Defense","$25 to $50 million (USD)","VA"
610,"Data Scientist","$80K-$132K ","4.7","Tygart Technology, Inc
","Washington, DC","Fairmont, WV","1 to 50 ",1992,"Company - Private","Software Development","Programming","$1 to $5 million (USD)","DC"
611,"(Sr.) Data Scientist -","$87K-$141K ","3.6","Merrick Bank
","South Jordan, UT","South Jordan, UT","201 to 500 ",1997,"Company - Private","Banks & Credit Unions","Finance","Unknown / Non-Applicable","UT"
612,"Senior Data Scientist","$87K-$141K ","4.2","ManTech
","Alexandria, VA","Herndon, VA","5001 to 10000 ",1968,"Company - Public","Research & Development","Business Services","$1 to $2 billion (USD)","VA"
613,"Data Scientist","$87K-$141K ","0","GrainBridge, LLC","Omaha, NE","Omaha, NE","N/A",2008,"N/A","Software Development","Programming","-1","NE"
614,"Data Scientist","$87K-$141K ","3.2","First Health Group
","Wellesley, MA","Bethesda, MD","10000+ ",1853,"Company - Private","Insurance Carriers","Insurance","$10+ billion (USD)","MA"
615,"Data Scientist","$87K-$141K ","0","Sprezzatura Management Consulting","Washington, VA","McLean, VA","N/A",2009,"Company - Private","Business Consulting and Services","Business Services","Unknown / Non-Applicable","VA"
616,"Data Scientist","$87K-$141K ","2.8","Progress Rail, A Caterpillar Company
","Fort Worth, TX","Albertville, AL","1001 to 5000 ",1983,"Subsidiary or Business Segment","Rail","Transportation & Logistics","$2 to $5 billion (USD)","TX"
617,"Data Scientist","$87K-$141K ","4.2","UST Global
","Atlanta, GA","Aliso Viejo, CA","10000+ ",1999,"Company - Private","IT Services","Information Technology","$1 to $2 billion (USD)","GA"
618,"Data Scientist","$87K-$141K ","4.5","Axiologic Solutions
","Alexandria, VA","Fairfax, VA","51 to 200 ",2009,"Company - Private","Aerospace & Defense","Aerospace & Defense","Unknown / Non-Applicable","VA"
619,"Data Scientist","$87K-$141K ","3","Indigo Slate
","Bellevue, WA","Bellevue, WA","51 to 200 ",2006,"Company - Private","Consulting","Business Services","$10 to $25 million (USD)","WA"
620,"Data Scientist","$87K-$141K ","3.3","Cubic
","United States","San Diego, CA","5001 to 10000 ",1951,"Company - Public","Aerospace & Defense","Aerospace & Defense","$1 to $2 billion (USD)","USA"
621,"Data Scientist","$87K-$141K ","4","Advanced Bio-Logic Solutions Corp
","Thousand Oaks, CA","Westlake Village, CA","1 to 50 ",2002,"Company - Private","Biotechnology","Biotechnology","Less than $1 million (USD)","CA"
622,"Data Engineer","$87K-$141K ","3.5","Alignment Healthcare
","Orange, CA","Orange, CA","501 to 1000 ",2013,"Company - Private","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable","CA"
623,"Data Scientist","$87K-$141K ","3.5","WGSN
","Baltimore, MD","New York, NY","1 to 50 ",1998,"Company - Private","Consulting","Business Services","$50 to $100 million (USD)","MD"
624,"Data Scientist","$87K-$141K ","3.6","ISYS Technologies, Inc.
","Herndon, VA","Littleton, CO","51 to 200 ",1990,"Company - Private","Computer Hardware & Software","Information Technology","$10 to $25 million (USD)","VA"
625,"Data Scientist","$87K-$141K ","3","TransVoyant
","Alexandria, VA","Alexandria, VA","51 to 200 ",2012,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","VA"
626,"Data Scientist/Data Analytics Practitioner","$87K-$141K ","4","Noblis
","Bridgeport, WV","Reston, VA","1001 to 5000 ",1996,"Nonprofit Organization","Consulting","Business Services","$100 to $500 million (USD)","WV"
627,"Data Scientist","$87K-$141K ","4.6","Murray Resources
","The Woodlands, TX","Houston, TX","1 to 50 ",1988,"Company - Private","Staffing & Outsourcing","Business Services","$10 to $25 million (USD)","TX"
628,"Data Scientist","$87K-$141K ","4.3","Geotab
","Oakville, CA","Oakville, Canada","1001 to 5000 ",2000,"Company - Private","Computer Hardware & Software","Information Technology","$100 to $500 million (USD)","CA"
629,"Data Scientist","$87K-$141K ","4.7","CRS Group
","Chicago, IL","Itasca, IL","51 to 200 ",1994,"Company - Private","Staffing & Outsourcing","Business Services","$10 to $25 million (USD)","IL"
630,"Data Scientist","$87K-$141K ","3.7","EGlobalTech
","Arlington, VA","Vienna, VA","201 to 500 ",2004,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","VA"
631,"Data Scientist, Kinship - NYC/Portland","$92K-$155K ","3.9","Mars
","Mc Lean, VA","Mc Lean, VA","10000+ ",1911,"Company - Private","Food & Beverage Manufacturing","Manufacturing","$10+ billion (USD)","VA"
632,"Data Scientist","$92K-$155K ","4.9","Avlino
","New Jersey","Holmdel, NJ","1 to 50 ",2013,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Less than $1 million (USD)","NJ"
633,"Data Scientist","$92K-$155K ","3","Central Business Solutions, Inc
","Seattle, WA","Fremont, CA","51 to 200 ",2000,"Company - Private","Consulting","Business Services","$5 to $10 million (USD)","WA"
634,"Data Scientist","$92K-$155K ","2.5","KeHE Distributors
","Naperville, IL","Naperville, IL","5001 to 10000 ",1954,"Company - Private","Wholesale","Business Services","Unknown / Non-Applicable","IL"
635,"Data Scientist","$92K-$155K ","3.5","Blackstone Talent Group
","San Francisco, CA","San Francisco, CA","51 to 200 ",1998,"Company - Private","Consulting","Business Services","$25 to $50 million (USD)","CA"
636,"Data Scientist - TS/SCI Required","$92K-$155K ","5","Phoenix Operations Group
","Baltimore, MD","Woodbine, MD","1 to 50 ",2011,"Company - Private","IT Services","Information Technology","$1 to $5 million (USD)","MD"
637,"Data Scientist","$92K-$155K ","0","Sophinea","Chantilly, VA","Arlington, VA","1 to 50 ",2018,"Company - Private","IT Services","Technology","Unknown / Non-Applicable","VA"
638,"Senior Data Scientist","$92K-$155K ","3.5","Maxar Technologies
","Herndon, VA","Westminster, CO","5001 to 10000 ",2017,"Company - Public","Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)","VA"
639,"Data Scientist","$92K-$155K ","3","Moxie Software
","Bellevue, WA","San Bruno, CA","51 to 200 ",1999,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","WA"
640,"Data Scientist(s)/Machine Learning Engineer","$92K-$155K ","5","Blue Horizon Tek Solutions
","New York, NY","Coconut Creek, FL","1 to 50 ",1987,"Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","NY"
641,"Data Scientist","$92K-$155K ","4.7","Unicom Technologies INC
","Chicago, IL","Naperville, IL","51 to 200 ",1988,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","IL"
642,"Data Engineer","$92K-$155K ","3.3","Americo Life
","Kansas City, MO","Kansas City, MO","201 to 500 ",1992,"Company - Private","Insurance Carriers","Insurance","$100 to $500 million (USD)","MO"
643,"Data Scientist","$92K-$155K ","3.3","Tokio Marine HCC
","Houston, TX","Houston, TX","1001 to 5000 ",1974,"Company - Private","Insurance Carriers","Insurance","Unknown / Non-Applicable","TX"
644,"Data Scientist","$92K-$155K ","3.5","CACI International
","Chantilly, VA","Arlington, VA","10000+ ",1962,"Company - Public","Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)","VA"
645,"AI/ML - Machine Learning Scientist, Siri Understanding","$92K-$155K ","4.1","Apple
","Santa Clara, CA","Cupertino, CA","10000+ ",1976,"Company - Public","Computer Hardware & Software","Information Technology","$10+ billion (USD)","CA"
646,"Data Scientist","$92K-$155K ","3.5","Maxar Technologies
","Herndon, VA","Westminster, CO","5001 to 10000 ",2017,"Company - Public","Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)","VA"
647,"ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR","$92K-$155K ","3.9","Southwest Research Institute
","Oklahoma City, OK","San Antonio, TX","1001 to 5000 ",1947,"Nonprofit Organization","Research & Development","Business Services","$500 million to $1 billion (USD)","OK"
648,"Data Scientist","$92K-$155K ","4.7","Compass Consulting Group
","Thousand Oaks, CA","Danville, CA","51 to 200 ",2008,"Company - Private","Consulting","Business Services","Unknown / Non-Applicable","CA"
649,"Data Science Software Engineer","$92K-$155K ","4.8","Klaviyo
","Boston, MA","Boston, MA","201 to 500 ",2012,"Company - Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable","MA"
650,"Scientist / Group Lead, Cancer Biology","$92K-$155K ","0","Monte Rosa Therapeutics","Cambridge, MA","Boston, MA","N/A",2019,"Company - Private","Biotechnology Research","Health Care","-1","MA"
651,"AI Ops Data Scientist","$92K-$155K ","4","AstraZeneca
","Gaithersburg, MD","Cambridge, United Kingdom","10000+ ",1913,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","MD"
652,"Senior Data Scientist","$105K-$167K ","3.8","GutCheck
","Denver, CO","Denver, CO","51 to 200 ",2009,"Company - Private","Advertising & Marketing","Business Services","$10 to $25 million (USD)","CO"
653,"Sr. ML/Data Scientist - AI/NLP/Chatbot","$105K-$167K ","3.8","Juniper Networks
","Cupertino, CA","Sunnyvale, CA","5001 to 10000 ",1996,"Company - Public","Telecommunications Services","Telecommunications","$2 to $5 billion (USD)","CA"
654,"Data Scientist","$105K-$167K ","2.7","Hexagon US Federal
","Lexington Park, MD","Chantilly, VA","51 to 200 ",2010,"Company - Public","Aerospace & Defense","Aerospace & Defense","Unknown / Non-Applicable","MD"
655,"Data Scientist","$105K-$167K ","4","Comtech Global Inc
","Washington, DC","Columbus, OH","51 to 200 ",2006,"Company - Private","Health, Beauty, & Fitness","Consumer Services","$5 to $10 million (USD)","DC"
656,"Data Scientist","$105K-$167K ","0","Berico Technologies","Fort Belvoir, VA","Reston, VA","N/A",2006,"N/A","N/A","N/A","-1","VA"
657,"Data Scientist","$105K-$167K ","0","Kehe Food Distributors","Naperville, IL","Naperville, IL","N/A",1952,"Company - Private","Wholesale","Transportation","-1","IL"
658,"Data Scientist","$105K-$167K ","3.8","Aveshka, Inc.
","Washington, DC","Arlington, VA","51 to 200 ",2010,"Company - Public","IT Services","Information Technology","$10 to $25 million (USD)","DC"
659,"Data Scientist","$105K-$167K ","3.2","Perspecta
","Adelphi, MD","Chantilly, VA","10000+ ",2018,"Company - Public","Aerospace & Defense","Aerospace & Defense","Unknown / Non-Applicable","MD"
660,"Data Scientist","$105K-$167K ","0","Pactera Edge","Redmond, WA","Redmond, WA","N/A",2012,"Company - Private","IT Services","Technology","-1","WA"
661,"Data Scientist","$105K-$167K ","3.6","Qurate Retail Group
","West Chester, PA","West Chester, PA","10000+ ",1991,"Company - Public","Other Retail Stores","Retail","Unknown / Non-Applicable","PA"
662,"Data Scientist","$105K-$167K ","4.4","SolutionIT, Inc.
","Edison, NJ","Wilmington, MA","51 to 200 ",2006,"Company - Private","Information Technology & Services","Business Services","Unknown / Non-Applicable","NJ"
663,"Data Scientist","$105K-$167K ","4.1","A-Line Staffing Solutions
","Durham, NC","Utica, MI","501 to 1000 ",2004,"Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","NC"
664,"Data Scientist","$105K-$167K ","0","Clear Ridge Defense","Quantico, VA","Baltimore, MD","1 to 50 ",2015,"Company - Private","IT Services","Technology","Unknown / Non-Applicable","VA"
665,"Data Scientist","$105K-$167K ","3.8","Criterion Systems, Inc.
","Vienna, VA","Vienna, VA","201 to 500 ",2005,"Company - Private","IT Services","Information Technology","$50 to $100 million (USD)","VA"
